title,journal,year,cites,type,doi,pmid,pmcid,isOA,facets,key,Titin domain architecture (Ig/Fn3),Titin elasticity & PEVK spring,Z-disc / Z-band,M-band / M-line,Thick filament / myosin,Thin filament / actin-tropomyosin,Sarcomere lattice & mechanics,Cryo-EM / structural biology,Titin signaling / kinase / N2B-N2A,Cardiac disease / cardiomyopathy,Skeletal muscle disease / myopathy,Phosphorylation / PTM,Isoforms & splicing
The importance of chain context in assessing small nucleotide variants in titin: <i>in silico</i> case study of the I10-I11 tandem and its arrhythmic right ventricular cardiomyopathy linked position T2580.,Journal of biomolecular structure & dynamics,2021,6,,10.1080/07391102.2020.1768148,32396765.0,,N,"['titin_general', 'titin_structure_domain']",10.1080/07391102.2020.1768148,True,False,False,False,False,False,False,False,False,True,True,False,False
Calcium has a direct effect on thick filament activation in porcine myocardium.,The Journal of general physiology,2024,6,,10.1085/jgp.202413545,39302315.0,PMC11415303,Y,['thick_filament'],10.1085/jgp.202413545,False,False,False,False,True,True,False,True,False,False,False,False,False
The circadian E3 ligase FBXL21 regulates myoblast differentiation and sarcomere architecture via MYOZ1 ubiquitination and NFAT signaling.,PLoS genetics,2022,6,,10.1371/journal.pgen.1010574,36574402.0,PMC9829178,Y,['sarcomere_architecture'],10.1371/journal.pgen.1010574,False,False,True,False,False,False,True,False,False,False,False,False,False
Amyloid Aggregates of Smooth-Muscle Titin Impair Cell Adhesion.,International journal of molecular sciences,2021,6,,10.3390/ijms22094579,33925514.0,PMC8123791,Y,['titin_general'],10.3390/ijms22094579,False,False,False,False,False,False,False,False,False,False,False,False,False
The Drosophila CG1674 gene encodes a synaptopodin 2-like related protein that localizes to the Z-disc and is required for normal flight muscle development and function.,Developmental dynamics : an official publication of the American Association of Anatomists,2021,6,,10.1002/dvdy.250,32893414.0,PMC7902442,N,['zdisc'],10.1002/dvdy.250,False,False,True,False,False,False,False,False,False,False,False,False,False
Urinary titin as a biomarker of sarcopenia in diabetes: a propensity score matching analysis.,Journal of endocrinological investigation,2025,6,,10.1007/s40618-024-02490-4,39549212.0,,N,['titin_general'],10.1007/s40618-024-02490-4,False,False,False,False,False,False,False,False,False,False,False,False,False
Cardiac length-dependent activation driven by force-dependent thick-filament dynamics.,Biophysical journal,2024,6,,10.1016/j.bpj.2024.05.025,38807364.0,PMC11428202,Y,['thick_filament'],10.1016/j.bpj.2024.05.025,False,False,False,False,True,True,True,False,False,False,False,False,False
Urinary titin as a biomarker in Fukuyama congenital muscular dystrophy.,Neuromuscular disorders : NMD,2021,6,,10.1016/j.nmd.2021.01.005,33563515.0,,N,['titin_general'],10.1016/j.nmd.2021.01.005,False,False,False,False,False,False,False,False,False,False,True,False,False
The MEF2 transcriptional target DMPK induces loss of sarcomere structure and cardiomyopathy.,Cardiovascular research,2018,6,,10.1093/cvr/cvy091,29648621.0,,N,['sarcomere_architecture'],10.1093/cvr/cvy091,False,False,False,False,False,False,True,False,False,True,True,False,True
Titin M-line insertion sequence 7 is required for proper cardiac function in mice.,Journal of cell science,2021,6,,10.1242/jcs.258684,34401916.0,PMC8466004,N,"['mband', 'titin_general']",10.1242/jcs.258684,False,False,False,True,False,False,False,False,False,True,True,False,True
Takotsubo as Initial Manifestation of Non-Myopathic Cardiomyopathy Due to the Titin Variant c.1489G > T.,"Medicines (Basel, Switzerland)",2018,6,,10.3390/medicines5030080,30061524.0,PMC6164847,Y,['titin_general'],10.3390/medicines5030080,False,False,False,False,False,False,False,False,False,True,True,False,False
Between Disease-Causing and an Innocent Bystander: The Role of Titin as a Modifier in Hypertrophic Cardiomyopathy.,The Canadian journal of cardiology,2017,6,,10.1016/j.cjca.2017.07.010,28866075.0,,N,['titin_general'],10.1016/j.cjca.2017.07.010,False,False,False,False,False,False,False,False,False,True,True,False,False
Increased Expression of N2BA Titin Corresponds to More Compliant Myofibrils in Athlete's Heart.,International journal of molecular sciences,2021,6,,10.3390/ijms222011110,34681770.0,PMC8537917,Y,['titin_general'],10.3390/ijms222011110,False,True,False,False,False,False,False,False,True,False,False,True,True
Disruption of Z-Disc Function Promotes Mechanical Dysfunction in Human Myocardium: Evidence for a Dual Myofilament Modulatory Role by Alpha-Actinin 2.,International journal of molecular sciences,2023,6,,10.3390/ijms241914572,37834023.0,PMC10572656,Y,['zdisc'],10.3390/ijms241914572,False,False,True,False,True,True,False,True,False,True,False,False,False
Absence of the Z-disc protein α-actinin-3 impairs the mechanical stability of Actn3KO mouse fast-twitch muscle fibres without altering their contractile properties or twitch kinetics.,Skeletal muscle,2022,6,,10.1186/s13395-022-00295-8,35733150.0,PMC9219180,Y,['zdisc'],10.1186/s13395-022-00295-8,False,False,True,False,False,False,False,False,False,False,False,False,False
The oxoglutarate dehydrogenase complex is involved in myofibril growth and Z-disc assembly in Drosophila.,Journal of cell science,2023,6,,10.1242/jcs.260717,37272588.0,PMC10323237,Y,['zdisc'],10.1242/jcs.260717,False,False,True,False,True,False,False,False,False,False,False,False,False
Glycerol storage increases passive stiffness of muscle fibers through effects on titin extensibility.,The Journal of general physiology,2025,6,,10.1085/jgp.202413729,40341854.0,PMC12063555,Y,"['titin_general', 'titin_mechanics']",10.1085/jgp.202413729,False,True,False,False,False,True,True,False,False,False,False,False,False
Fluid flow in the sarcomere.,Archives of biochemistry and biophysics,2021,6,,10.1016/j.abb.2021.108923,34029559.0,,N,['sarcomere_architecture'],10.1016/j.abb.2021.108923,False,False,False,False,False,False,False,False,False,False,False,False,False
Anti-titin antibodies are associated with myocarditis in patients with myasthenia gravis.,Journal of neurology,2023,6,,10.1007/s00415-022-11485-1,36383260.0,,N,['titin_general'],10.1007/s00415-022-11485-1,False,False,False,False,False,False,False,False,False,False,False,False,False
An optimized approach to study nanoscale sarcomere structure utilizing super-resolution microscopy with nanobodies.,PloS one,2024,6,,10.1371/journal.pone.0300348,38687705.0,PMC11060602,Y,['sarcomere_architecture'],10.1371/journal.pone.0300348,False,False,True,False,False,False,True,False,False,False,False,False,False
The diagnostic value of urinary N-terminal fragment of titin for skeletal muscle damage in idiopathic inflammatory myopathy.,"Rheumatology (Oxford, England)",2023,6,,10.1093/rheumatology/kead109,36919777.0,,N,['titin_general'],10.1093/rheumatology/kead109,False,False,False,False,False,True,False,False,False,False,True,False,False
"Functional phosphatome requirement for protein homeostasis, networked mitochondria, and sarcomere structure in C. elegans muscle.","Journal of cachexia, sarcopenia and muscle",2017,6,,10.1002/jcsm.12196,28508547.0,PMC5566650,Y,['sarcomere_architecture'],10.1002/jcsm.12196,False,False,False,False,False,False,True,False,False,False,False,True,False
Lamin A precursor localizes to the Z-disc of sarcomeres in the heart and is dynamically regulated in muscle cell differentiation.,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",2022,6,,10.1098/rstb.2021.0490,36189817.0,PMC9527914,N,['zdisc'],10.1098/rstb.2021.0490,False,False,True,False,False,False,False,False,False,True,True,False,False
Deletion of Enigma Homologue from the Z-disc slows tension development kinetics in mouse myocardium.,The Journal of general physiology,2019,6,,10.1085/jgp.201812214,30642915.0,PMC6504290,Y,['zdisc'],10.1085/jgp.201812214,False,False,True,False,True,True,False,False,False,True,True,True,True
"Titin truncating variants, cardiovascular risk factors and the risk of atrial fibrillation and heart failure.",Nature cardiovascular research,2024,6,,10.1038/s44161-024-00511-2,39196037.0,,N,['titin_general'],10.1038/s44161-024-00511-2,False,False,False,False,False,False,False,False,False,True,False,False,True
Titin and dystrophin serum concentration changes in patients affected by thyroid disorders.,Endokrynologia Polska,2021,5,,10.5603/ep.a2020.0083,33295636.0,,N,['titin_general'],10.5603/ep.a2020.0083,False,False,False,False,False,False,False,False,False,False,False,False,False
Urinary titin is not an early biomarker of skeletal muscle atrophy induced by muscle denervation in mice.,PloS one,2023,5,,10.1371/journal.pone.0289185,37582074.0,PMC10426992,Y,['titin_general'],10.1371/journal.pone.0289185,False,False,False,False,False,False,False,False,False,False,False,False,False
Thymoma-associated autoimmune encephalitis with positive Titin antibodies: A case report.,Journal of neuroimmunology,2021,5,,10.1016/j.jneuroim.2021.577670,34325343.0,,N,['titin_general'],10.1016/j.jneuroim.2021.577670,False,False,False,False,False,False,False,False,False,False,False,False,False
Implication of a novel truncating mutation in titin as a cause of autosomal dominant left ventricular noncompaction.,Journal of geriatric cardiology : JGC,2022,5,,10.11909/j.issn.1671-5411.2022.04.001,35572216.0,PMC9068586,Y,['titin_general'],10.11909/j.issn.1671-5411.2022.04.001,False,False,False,False,False,False,False,False,False,True,True,False,False
Anti-MuSK Positive Myasthenia Gravis with Anti-Lrp4 and Anti-titin Antibodies.,"Internal medicine (Tokyo, Japan)",2021,5,,10.2169/internalmedicine.4957-20,32830177.0,PMC7835456,Y,['titin_general'],10.2169/internalmedicine.4957-20,False,False,False,False,False,False,False,False,False,False,False,False,False
[A case of anti-titin antibody positive nivolumab-related necrotizing myopathy with myasthenia gravis].,Rinsho shinkeigaku = Clinical neurology,2019,5,,10.5692/clinicalneurol.cn-001270,31243249.0,,N,['titin_general'],10.5692/clinicalneurol.cn-001270,False,False,False,False,False,False,False,False,False,False,True,False,False
Clinical Characteristics and Prognosis of Anti-AChR Positive Myasthenia Gravis Combined With Anti-LRP4 or Anti-Titin Antibody.,Frontiers in neurology,2022,5,,10.3389/fneur.2022.873599,35614931.0,PMC9124862,Y,['titin_general'],10.3389/fneur.2022.873599,False,False,False,False,False,False,False,False,False,False,False,False,False
Urinary N-terminal fragment of titin: A surrogate marker of serum creatine kinase activity after exercise-induced severe muscle damage.,Journal of sports sciences,2021,5,,10.1080/02640414.2021.1876329,33722155.0,,N,['titin_general'],10.1080/02640414.2021.1876329,False,False,False,False,False,False,False,False,False,False,False,False,False
Protein aggregates and autophagy involvement in a family with a mutation in Z-band alternatively spliced PDZ-motif protein.,Neuromuscular disorders : NMD,2021,5,,10.1016/j.nmd.2020.11.008,33308939.0,,N,['zdisc'],10.1016/j.nmd.2020.11.008,False,False,True,False,False,False,False,False,False,True,True,False,True
Matrix metalloproteinase-12 cleaved fragment of titin as a predictor of functional capacity in patients with heart failure and preserved ejection fraction.,Scandinavian cardiovascular journal : SCJ,2021,5,,10.1080/14017431.2020.1831052,33030056.0,,N,['titin_general'],10.1080/14017431.2020.1831052,False,False,False,False,False,False,False,False,False,True,False,False,False
Unraveling the mysteries of the titin-N2A signalosome.,The Journal of general physiology,2021,5,,10.1085/jgp.202112967,34157724.0,PMC8225609,Y,['titin_general'],10.1085/jgp.202112967,False,False,False,False,False,False,False,False,True,False,False,False,False
An acute eccentric exercise increases circulating myomesin 3 fragments.,The journal of physiological sciences : JPS,2021,5,,10.1186/s12576-021-00789-y,33468054.0,PMC10717673,Y,['mband'],10.1186/s12576-021-00789-y,False,False,False,True,False,False,False,False,False,False,False,False,False
The effects of a skeletal muscle titin mutation on walking in mice.,"Journal of comparative physiology. A, Neuroethology, sensory, neural, and behavioral physiology",2017,5,,10.1007/s00359-016-1137-5,27986994.0,,N,['titin_general'],10.1007/s00359-016-1137-5,False,False,False,False,False,False,False,False,False,False,False,False,False
Identification of a novel titin-cap/telethonin mutation in a Portuguese family with hypertrophic cardiomyopathy.,Revista portuguesa de cardiologia,2020,5,,10.1016/j.repc.2019.12.007,32565061.0,,N,['titin_general'],10.1016/j.repc.2019.12.007,False,False,True,False,True,False,False,False,False,True,True,False,False
Effects of vigorous isometric muscle contraction on titin stiffness-related contractile properties in rat fast-twitch muscles.,"American journal of physiology. Regulatory, integrative and comparative physiology",2021,5,,10.1152/ajpregu.00189.2021,34668430.0,,N,"['titin_general', 'titin_mechanics']",10.1152/ajpregu.00189.2021,False,True,False,False,False,False,True,False,False,False,False,True,False
Changes in Urinary Titin Fragment in Response to Different Types of Dynamic Eccentric Exercises.,International journal of sports medicine,2021,5,,10.1055/a-1273-8082,33124011.0,,N,['titin_general'],10.1055/a-1273-8082,False,False,False,True,False,False,False,False,False,False,False,False,False
Stretch your heart-but not too far: The role of titin mutations in dilated cardiomyopathy.,The Journal of thoracic and cardiovascular surgery,2018,5,,10.1016/j.jtcvs.2017.10.160,29685583.0,PMC6724204,N,['titin_general'],10.1016/j.jtcvs.2017.10.160,False,False,False,False,False,False,False,False,False,True,True,False,False
From Tusko to Titin: the role for comparative physiology in an era of molecular discovery.,"American journal of physiology. Regulatory, integrative and comparative physiology",2015,5,,10.1152/ajpregu.00405.2014,25855309.0,,N,['titin_general'],10.1152/ajpregu.00405.2014,False,False,False,False,False,False,False,False,False,False,False,False,False
Urinary titin N-fragment as a predictor of decreased skeletal muscle mass in patients with interstitial lung diseases.,Scientific reports,2023,5,,10.1038/s41598-023-36827-5,37322176.0,PMC10272142,Y,['titin_general'],10.1038/s41598-023-36827-5,False,False,False,False,False,False,False,False,False,False,False,False,False
Exploiting a Mechanical Perturbation of a Titin Domain to Identify How Force Field Parameterization Affects Protein Refolding Pathways.,Journal of chemical theory and computation,2020,5,,10.1021/acs.jctc.0c00080,32243150.0,,N,"['titin_general', 'titin_structure_domain']",10.1021/acs.jctc.0c00080,False,False,False,False,False,False,False,False,False,False,False,False,False
Sacubitril/valsartan improves diastolic left ventricular stiffness with increased titin phosphorylation via cGMP-PKG activation in diabetic mice.,Scientific reports,2024,5,,10.1038/s41598-024-75757-8,39443532.0,PMC11499646,Y,"['titin_general', 'titin_mechanics']",10.1038/s41598-024-75757-8,False,False,False,False,False,False,False,False,True,True,True,True,False
"Letter to the editor: Comments on Cornachione et al. (2016): ""The increase in non-cross-bridge forces after stretch of activated striated muscle is related to titin isoforms"".",American journal of physiology. Cell physiology,2016,5,,10.1152/ajpcell.00373.2015,27413180.0,PMC4967139,N,['titin_general'],10.1152/ajpcell.00373.2015,False,False,False,False,False,False,False,False,False,False,False,False,True
Importance of N2BA Titin in Maintaining Cardiac Homeostasis and Its Role in Dilated Cardiomyopathy.,Circulation. Heart failure,2025,5,,10.1161/circheartfailure.124.012083,39932400.0,PMC11905908,N,['titin_general'],10.1161/circheartfailure.124.012083,False,False,False,False,False,False,True,False,True,True,True,False,True
Immunological and Structural Characterization of Titin Main Immunogenic Region; I110 Domain Is the Target of Titin Antibodies in Myasthenia Gravis.,Biomedicines,2023,5,,10.3390/biomedicines11020449,36830985.0,PMC9952892,Y,"['titin_general', 'titin_structure_domain']",10.3390/biomedicines11020449,False,False,False,False,False,False,False,True,False,False,False,False,False
Titin fragment is a sensitive biomarker in Duchenne muscular dystrophy model mice carrying full-length human dystrophin gene on human artificial chromosome.,Scientific reports,2025,5,,10.1038/s41598-025-85369-5,39805937.0,PMC11730604,Y,['titin_general'],10.1038/s41598-025-85369-5,False,False,False,False,False,False,False,False,False,False,True,False,False
Force re-development after shortening reveals a role for titin in stretch-shortening performance enhancement in skinned muscle fibres.,The Journal of experimental biology,2024,5,,10.1242/jeb.247377,39119673.0,,N,['titin_general'],10.1242/jeb.247377,False,False,False,False,False,False,False,False,True,False,False,False,False
Titin gene mutations enhance radiotherapy efficacy via modulation of tumour immune microenvironment in rectum adenocarcinoma.,Clinical and translational medicine,2025,5,,10.1002/ctm2.70123,39748197.0,PMC11695211,Y,['titin_general'],10.1002/ctm2.70123,False,False,False,False,False,False,False,False,False,False,False,False,False
Role of Active Contraction and Tropomodulins in Regulating Actin Filament Length and Sarcomere Structure in Developing Zebrafish Skeletal Muscle.,Frontiers in physiology,2016,5,,10.3389/fphys.2016.00091,27065876.0,PMC4814503,Y,['sarcomere_architecture'],10.3389/fphys.2016.00091,False,False,False,False,False,True,True,True,False,False,False,False,False
A new spring for titin.,The Journal of physiology,2020,5,,10.1113/jp279314,31829438.0,PMC7003820,Y,"['titin_general', 'titin_mechanics']",10.1113/jp279314,False,False,False,False,False,False,False,False,False,False,False,False,False
Urinary titin as an early biomarker of skeletal muscle proteolysis and atrophy in various catabolic conditions.,Biochemical and biophysical research communications,2024,5,,10.1016/j.bbrc.2024.150918,39488086.0,,N,['titin_general'],10.1016/j.bbrc.2024.150918,False,False,False,False,False,False,False,False,False,False,False,False,False
Basal oxidation of conserved cysteines modulates cardiac titin stiffness and dynamics.,Redox biology,2022,5,,10.1016/j.redox.2022.102306,35367810.0,PMC8971355,Y,"['titin_general', 'titin_mechanics']",10.1016/j.redox.2022.102306,True,True,False,False,False,False,False,False,False,False,False,False,True
Titin cardiomyopathy: why we need to go big to understand the giant.,European heart journal,2018,4,,10.1093/eurheartj/ehy109,29522220.0,,N,['titin_general'],10.1093/eurheartj/ehy109,False,False,False,False,False,False,False,False,False,True,True,False,False
Could titin have a role in strain-induced injuries?,Journal of sport and health science,2017,4,,10.1016/j.jshs.2017.03.003,30356541.0,PMC6188987,Y,['titin_general'],10.1016/j.jshs.2017.03.003,False,False,False,False,False,False,False,False,False,False,False,False,False
[On the Role of Titin Phosphorylation in Development of Muscular Atrophy].,Biofizika,2015,4,,10.1134/s0006350915040193,26394485.0,,N,['titin_general'],10.1134/s0006350915040193,False,False,False,False,False,False,False,False,False,False,False,True,False
A Transgenic 5xFAD-M Line of Mice for Dendritic Spine Morphology Analysis in Alzheimer's Disease.,Brain sciences,2023,4,,10.3390/brainsci13020307,36831849.0,PMC9954381,Y,['mband'],10.3390/brainsci13020307,False,False,False,False,False,False,False,False,False,False,False,False,False
Septin 7 interacts with Numb to preserve sarcomere structural organization and muscle contractile function.,eLife,2024,4,,10.7554/elife.89424,38695862.0,PMC11065422,Y,['sarcomere_architecture'],10.7554/elife.89424,False,False,False,False,False,False,False,False,False,False,False,False,False
Exercise intensity and cardiac disease development in carriers of titin truncating variants.,European journal of preventive cardiology,2025,4,,10.1093/eurjpc/zwaf094,39999024.0,,N,['titin_general'],10.1093/eurjpc/zwaf094,False,False,False,False,False,False,False,False,False,True,True,False,False
The Utility of Urinary Titin to Diagnose and Predict the Prognosis of Acute Myocardial Infarction.,International journal of molecular sciences,2024,4,,10.3390/ijms25010573,38203744.0,PMC10778763,Y,['titin_general'],10.3390/ijms25010573,False,False,False,False,False,True,False,False,False,False,False,False,False
Clinical and functional characterization of a long survivor congenital titinopathy patient with a novel metatranscript-only titin variant.,Acta neuropathologica communications,2023,4,,10.1186/s40478-023-01539-4,36945066.0,PMC10031982,Y,['titin_general'],10.1186/s40478-023-01539-4,False,False,False,False,False,False,False,False,False,False,True,False,False
Structure-Function Relationships in Muscle Fibres: MyoRobot Online Assessment of Muscle Fibre Elasticity and Sarcomere Length Distributions.,IEEE transactions on bio-medical engineering,2022,4,,10.1109/tbme.2021.3089739,34133271.0,,N,['sarcomere_architecture'],10.1109/tbme.2021.3089739,False,False,False,False,False,False,True,False,False,False,False,False,False
[A case of sporadic late-onset nemaline myopathy associated with myasthenia gravis positive for anti-titin antibody and anti-Kv1.4 antibody].,Rinsho shinkeigaku = Clinical neurology,2020,4,,10.5692/clinicalneurol.60.cn-001427,32536668.0,,N,['titin_general'],10.5692/clinicalneurol.60.cn-001427,False,False,False,False,False,False,False,False,False,True,True,False,False
Severe thermoregulatory deficiencies in mice with a deletion in the titin gene <i>TTN</i>.,The Journal of experimental biology,2019,4,,10.1242/jeb.198564,31015287.0,,N,['titin_general'],10.1242/jeb.198564,False,False,False,False,False,False,False,False,True,False,True,False,False
Severe heart failure in the setting of inflammatory cardiomyopathy with likely pathogenic titin variant.,International journal of cardiology. Heart & vasculature,2022,4,,10.1016/j.ijcha.2022.100969,35198726.0,PMC8851269,Y,['titin_general'],10.1016/j.ijcha.2022.100969,False,False,False,False,False,False,False,False,False,True,True,False,False
<sup>18</sup>O labeling on Ser45 but not on Ser35 supports the cooperative phosphorylation mechanism on tarantula thick filament activation.,Biochemical and biophysical research communications,2020,4,,10.1016/j.bbrc.2020.01.044,31983430.0,,N,['thick_filament'],10.1016/j.bbrc.2020.01.044,False,False,False,False,True,False,False,True,False,False,False,True,False
Identification of the domains within the N2A region of titin that regulate binding to actin.,Biochemical and biophysical research communications,2022,4,,10.1016/j.bbrc.2021.12.025,34922195.0,,N,['titin_general'],10.1016/j.bbrc.2021.12.025,True,False,False,False,False,False,True,False,True,False,False,False,True
Contiguity and Structural Impacts of a Non-Myosin Protein within the Thick Filament Myosin Layers.,Biology,2021,4,,10.3390/biology10070613,34356468.0,PMC8301149,Y,['thick_filament'],10.3390/biology10070613,False,False,False,False,True,False,False,True,False,False,False,True,False
Modulation of Titin and Contraction-Regulating Proteins in a Rat Model of Heart Failure with Preserved Ejection Fraction: Limb vs. Diaphragmatic Muscle.,International journal of molecular sciences,2024,4,,10.3390/ijms25126618,38928324.0,,N,['titin_general'],10.3390/ijms25126618,False,True,False,False,False,False,False,False,False,True,True,True,False
"[Early changes of energy metabolism, isoformic content and level of titin phosphorylation at diastolic dysfunction].",Kardiologiia,2020,4,,10.18087/cardio.2020.3.n531,32345192.0,,N,['titin_general'],10.18087/cardio.2020.3.n531,False,False,False,False,False,False,False,False,True,True,True,True,True
"Rbm20&lt;sup&gt;ΔRRM&lt;/sup&gt; Mice, Expressing a Titin Isoform with Lower Stiffness, Are Protected from Mechanical Ventilation-Induced Diaphragm Weakness.",International journal of molecular sciences,2022,4,,10.3390/ijms232415689,36555335.0,PMC9779751,Y,"['titin_general', 'titin_mechanics']",10.3390/ijms232415689,False,True,False,False,False,False,False,False,False,False,False,False,True
Loss of connectin novex-3 leads to heart dysfunction associated with impaired cardiomyocyte proliferation and abnormal nuclear mechanics.,Scientific reports,2024,4,,10.1038/s41598-024-64608-1,38877142.0,PMC11178842,Y,['titin_general'],10.1038/s41598-024-64608-1,False,False,False,False,False,False,False,False,False,False,False,False,True
Mechanical dissociation of the M-band titin/obscurin complex is directionally dependent.,FEBS letters,2015,4,,10.1016/j.febslet.2015.05.023,26001486.0,,N,"['mband', 'titin_general']",10.1016/j.febslet.2015.05.023,False,False,False,True,False,False,False,False,False,False,False,False,False
Compliant Titin Isoform Content Is Reduced in Left Ventricles of Sedentary Versus Active Rats.,Frontiers in physiology,2020,4,,10.3389/fphys.2020.00015,32116740.0,PMC7025574,Y,['titin_general'],10.3389/fphys.2020.00015,False,False,False,False,False,False,False,False,True,False,False,True,True
Mechanically knocking out titin reveals protein tension loss as a trigger of muscle disease.,Nature biomedical engineering,2025,4,,10.1038/s41551-025-01403-x,40473933.0,,N,['titin_general'],10.1038/s41551-025-01403-x,False,False,False,False,False,False,False,False,False,False,True,False,False
Production and analysis of titin kinase: Exploiting active/inactive kinase homologs in pseudokinase validation.,Methods in enzymology,2022,4,,10.1016/bs.mie.2022.03.028,35525541.0,,N,['titin_general'],10.1016/bs.mie.2022.03.028,False,False,False,False,False,False,False,False,True,False,False,False,False
Time- and Ventricular-Specific Expression Profiles of Genes Encoding Z-Disk Proteins in Pressure Overload Model of Left Ventricular Hypertrophy.,Frontiers in genetics,2018,4,,10.3389/fgene.2018.00684,30666270.0,PMC6330284,Y,['zdisc'],10.3389/fgene.2018.00684,False,False,True,False,False,False,False,False,True,False,False,False,False
How Localized Z-Disc Damage Affects Force Generation and Gene Expression in Cardiomyocytes.,"Bioengineering (Basel, Switzerland)",2021,4,,10.3390/bioengineering8120213,34940366.0,PMC8698600,Y,['zdisc'],10.3390/bioengineering8120213,False,False,True,False,False,True,False,False,False,True,True,False,False
Titin copy number variations associated with dominant inherited phenotypes.,Journal of medical genetics,2024,4,,10.1136/jmg-2023-109473,37935568.0,PMC10957311,N,['titin_general'],10.1136/jmg-2023-109473,False,False,False,False,False,False,False,False,False,False,True,False,False
Structural Insights on the Obscurin-Binding Domains in Titin.,Protein and peptide letters,2018,4,,10.2174/0929866525666181004102031,30289063.0,,N,['titin_general'],10.2174/0929866525666181004102031,False,False,False,True,False,False,False,False,False,False,True,False,False
Titin N2A: More than a signaling node?,The Journal of general physiology,2021,3,,10.1085/jgp.202112904,34081095.0,PMC8178749,Y,['titin_general'],10.1085/jgp.202112904,False,False,False,False,False,False,False,False,True,False,False,False,False
Thick filament-associated myosin undergoes frequent replacement at the tip of the thick filament.,FEBS open bio,2022,3,,10.1002/2211-5463.13379,35138697.0,PMC8972040,Y,['thick_filament'],10.1002/2211-5463.13379,False,False,False,False,True,False,False,False,False,False,False,False,False
Interdomain Linker Effect on the Mechanical Stability of Ig Domains in Titin.,International journal of molecular sciences,2022,3,,10.3390/ijms23179836,36077234.0,PMC9456048,Y,['titin_general'],10.3390/ijms23179836,True,False,False,False,False,False,False,False,False,False,False,False,False
pH-Dependent Compaction of the Intrinsically Disordered Poly-E Motif in Titin.,Biology,2022,3,,10.3390/biology11091302,36138781.0,PMC9495361,Y,['titin_general'],10.3390/biology11091302,False,True,False,False,False,False,False,False,False,False,False,False,False
John Squire and the myosin thick filament structure in muscle.,Journal of muscle research and cell motility,2023,3,,10.1007/s10974-023-09646-4,37099254.0,PMC10686309,N,['thick_filament'],10.1007/s10974-023-09646-4,False,False,False,False,True,True,False,False,False,False,False,False,False
GABAA receptor and anti-titin antibody encephalitis in a patient with thymoma.,Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology,2022,3,,10.1007/s10072-022-06186-6,35708792.0,,N,['titin_general'],10.1007/s10072-022-06186-6,False,False,False,False,False,False,False,False,False,False,False,False,False
Identification of a Novel Titin Variant Underlying Myocardial Involvement in Neurofibromatosis Type 1.,The Canadian journal of cardiology,2018,3,,10.1016/j.cjca.2018.07.473,30269836.0,,N,['titin_general'],10.1016/j.cjca.2018.07.473,False,False,False,False,False,False,False,False,False,True,True,False,False
Titin Allelic Expression and Protein Processing Pathways in Early-Stage Dilated Cardiomyopathy Patients With Truncating Titin Variants.,Circulation. Genomic and precision medicine,2023,3,,10.1161/circgen.122.003901,36716182.0,,N,['titin_general'],10.1161/circgen.122.003901,False,False,False,False,False,False,False,False,False,True,True,False,False
[Titin-related muscle disorders: an expanding spectrum].,Medecine sciences : M/S,2017,3,,10.1051/medsci/201733s104,29139381.0,,N,['titin_general'],10.1051/medsci/201733s104,False,False,False,False,False,False,False,False,False,False,False,False,False
Structure determination and analysis of titin A-band fibronectin type III domains provides insights for disease-linked variants and protein oligomerisation.,Journal of structural biology,2023,3,,10.1016/j.jsb.2023.108009,37549721.0,PMC10862085,Y,"['titin_general', 'titin_structure_domain']",10.1016/j.jsb.2023.108009,True,False,False,False,True,False,False,True,False,True,True,False,False
"Urinary titin reflects the severity of walking ability, muscle strength, and muscle and cardiac damage in patients with Becker muscular dystrophy.",Clinica chimica acta; international journal of clinical chemistry,2025,3,,10.1016/j.cca.2024.120053,39561886.0,,N,['titin_general'],10.1016/j.cca.2024.120053,False,False,False,False,False,True,False,False,False,False,True,False,False
Topology of interaction between titin and myosin thick filaments.,Journal of structural biology,2018,3,,10.1016/j.jsb.2018.05.001,29738832.0,,N,['titin_general'],10.1016/j.jsb.2018.05.001,False,False,False,True,True,False,False,False,False,False,False,False,False
A case of myositis with dropped head syndrome and anti-titin antibody positivity induced by pembrolizumab.,Scandinavian journal of rheumatology,2020,3,,10.1080/03009742.2020.1760346,32914675.0,,N,['titin_general'],10.1080/03009742.2020.1760346,False,False,False,False,False,False,False,False,False,False,False,False,False
Anti-titin antibodies in a cohort of myasthenia gravis patients.,Journal of thoracic disease,2024,3,,10.21037/jtd-23-94,38505076.0,PMC10944723,Y,['titin_general'],10.21037/jtd-23-94,False,False,False,False,False,False,False,False,False,False,False,False,False
Whole-exome sequencing reveals doubly novel heterozygous Myosin Binding Protein C and Titin mutations in a Chinese patient with severe dilated cardiomyopathy.,Cardiology in the young,2018,3,,10.1017/s1047951118001403,30109841.0,,N,['titin_general'],10.1017/s1047951118001403,False,False,False,False,False,False,False,False,False,True,True,False,False
Evaluation of Double M-Band on Serum Protein Electrophoresis Simulating Biclonal Gammopathy: A Case Report.,Indian journal of clinical biochemistry : IJCB,2022,3,,10.1007/s12291-020-00929-y,35463098.0,PMC8993965,N,['mband'],10.1007/s12291-020-00929-y,False,False,False,True,False,False,False,False,False,False,False,False,False
